"PG.ProteinAccessions","NT01","NT02","NT04","NT05","NT06","NT07","NT08","NT10","NT11","NT18","NT19","NT20","NT21","NT22","NT23","NT25","NT26","NT27","NT28","NT30","NT31","NT32","NT33","NT34","NT35","NT36","NT37","NT38","NT39","NT40","NT41","NT42","NT44","NT45","NT47","NT48","NT49"
"A0A075B6K0;P01717;P01718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"A0A075B6K5;P80748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BZF1","87920.039059999996","16832.75","117464.24219999999","54610.625","20378.558590000001","98555.085940000004","53040.78125","101878.125","38740.226560000003","115860.74219999999","86237.578129999994","50570.90625","647004.375","73743.859379999994","44111.976560000003","15838.07813","59761.34375","77043.539059999996","84958.164059999996","47378.957029999998","76359.328129999994","120131.8125","39790.550779999998","126811.625","96411.414059999996","59413.519529999998","139355.1563","69143.335940000004","174859.4688","35648.089840000001","85529.6875","81405.117190000004","177448.89060000001","80978.195309999996","72165.609379999994","17221.628909999999","60442.5625"
"Q9BZG1","34719.683590000001","37041.5","NaN","NaN","38406.3125","197282.04689999999","52650.675779999998","92422.382809999996","138934.3125","68594.085940000004","40038.757810000003","37552.734380000002","NaN","48464.820310000003","58312.984380000002","37997.191409999999","59139.234380000002","48697.933590000001","NaN","48123.660159999999","53370.667970000002","49835.996090000001","NaN","NaN","NaN","48080.105470000002","NaN","NaN","97646.914059999996","NaN","52160.210939999997","46581.945310000003","87486.40625","NaN","NaN","33245.277340000001","55852.140630000002"
"Q9BZH6","873194.5625","259925.6875","467250.8125","839455.8125","320403.5","1096891","912239.1875","525164.375","451592.78129999997","491513.90629999997","481074.8125","1002198.938","10403042","882070.375","498969.9375","180314.3125","240544.25","109817.0313","349119.25","176406.3125","165642.4688","236121.10939999999","794258.125","188348.29689999999","237343.76560000001","237803.7188","358022.71879999997","211260.8438","261355.54689999999","468383.15629999997","233319.07810000001","116546.08590000001","619092.375","742578.25","312413.3125","148380.625","907314.25"
"Q9BZI1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","18501.667969999999","NaN"
"Q9BZI7","61148.371090000001","49700.152340000001","38806.277340000001","16454.41992","50638.886720000002","96802.15625","65903.09375","62450.765630000002","57841.410159999999","69453.398440000004","53320.242189999997","10420.840819999999","NaN","65683.84375","65188.359380000002","57049.449220000002","85498.132809999996","67155.476559999996","32430.20117","64487.527340000001","88202.859379999994","59624.933590000001","33709.539060000003","45555.289060000003","34439.894529999998","57891.007810000003","43809.382810000003","79706.648440000004","80285.507809999996","38696.289060000003","51607.023439999997","64045.804689999997","108576.22659999999","62789.425779999998","16940.746090000001","61963.269529999998","103265.8125"
"Q9BZJ0","119701.11719999999","92289.40625","144637.9375","160291.3438","93989.632809999996","126062.5","149837.26560000001","126244.4688","118653.9063","91063.578129999994","133320.7188","129559.0156","524034.78129999997","136133.26560000001","112409.8125","92482.15625","115012.0156","112735.4688","206534","143854.10939999999","152122.5625","85530.875","95386.492190000004","157774.51560000001","107018.16409999999","143837.95310000001","150620.48439999999","147697.32810000001","234474.4375","150889.32810000001","126739.44530000001","104444.9375","427076.125","128558.2969","131181.4063","97726.070309999996","98604.695309999996"
"Q9BZK7","106104.8906","128026.91409999999","125441.7969","168271.42189999999","126590.6563","104474.375","135987.2188","135839.3438","103841.1875","130869.2969","87659.703129999994","130839.58590000001","236637.07810000001","83050.273440000004","122967.69530000001","114570.5469","73358.007809999996","62744.242189999997","173166","101343.3125","96834.117190000004","111549.0938","70553.804690000004","89158.171879999994","91858.625","115459.5313","102373.125","80475.28125","148819.2813","77514.804690000004","92962.859379999994","64977.566409999999","140366.6875","119002.5938","98193.148440000004","91197.226559999996","70777.765629999994"
"Q9BZL1","642556.6875","299485.59379999997","551219.8125","540283.375","338748.5","444869.0625","485093.28129999997","452712.53129999997","646921.9375","348339.84379999997","650909","509170.6875","4789913.5","399423.96879999997","285031.40629999997","223628.89060000001","439011.25","223924.1875","661984.5","459259.96879999997","370203.28129999997","357002.5","250433.20310000001","269195.375","473745.53129999997","312581.90629999997","527309.375","156438.32810000001","454147.03129999997","267423.5625","328026.65629999997","353580.90629999997","667843.4375","912120.5625","686897.625","356203.90629999997","234415.48439999999"
"Q9BZL4","6847.779297","6625.9809569999998","NaN","NaN","11602.231449999999","12773.4375","18589.041020000001","7732.6064450000003","5823.1713870000003","12245.525390000001","12741.146479999999","NaN","NaN","12349.612300000001","9050.7851559999999","8378.921875","13087.000980000001","3746.0251459999999","NaN","26898.958979999999","5348.5283200000003","18482.660159999999","6381.892578","1583.399048","2346.9018550000001","18781.128909999999","5007.6181640000004","1212.3378909999999","18335.863280000001","12422.005859999999","10018.52441","8368.2021480000003","19699.558590000001","NaN","NaN","11276.64258","19785.537110000001"
"Q9BZL6","49726.871090000001","44823.097659999999","77160.648440000004","81205.359379999994","46106.441409999999","137029.01560000001","113863.7969","70061.171879999994","149593.875","106219.82030000001","55267.078130000002","58568.773439999997","NaN","57626.5625","95250.773440000004","45202.070310000003","157050.5","70364.609379999994","108965.3125","110264.86719999999","80307.164059999996","67485.835940000004","58509.800779999998","56246.296880000002","57366.554689999997","100972.0938","77946.460940000004","61709.269529999998","112917.8594","75813.351559999996","147903.20310000001","58925.421880000002","260488.0625","53864.433590000001","69938.71875","47842.050779999998","200111.7813"
"Q9BZQ8","NaN","NaN","79414.585940000004","115120.0625","31412.091799999998","NaN","57093.179689999997","NaN","58625.101560000003","NaN","29740.40625","110123.03909999999","2741644.5","45033.332029999998","42395.125","NaN","59997.550779999998","28153.197270000001","106485.41409999999","45783.832029999998","NaN","43374.371090000001","123830.82030000001","61288.085939999997","45036.257810000003","NaN","66857.71875","22626.529299999998","NaN","109136.1875","47606.210939999997","NaN","NaN","84670.054690000004","80156.890629999994","NaN","53748.882810000003"
"Q9BZV1","NaN","NaN","NaN","NaN","NaN","47863.691409999999","40855.914060000003","NaN","NaN","43260.738279999998","NaN","NaN","NaN","NaN","27596.04883","NaN","71366.398440000004","NaN","NaN","20559.349610000001","36062.945310000003","NaN","27659.449219999999","33629.917970000002","2128.4191890000002","35419.125","NaN","3021.0703130000002","NaN","NaN","NaN","137875.5313","NaN","59651.511720000002","82666.507809999996","82776.742190000004","39976.566409999999"
"Q9BZW5","NaN","NaN","565984.1875","NaN","NaN","NaN","1052878.625","1564437.875","NaN","498902.71879999997","672255.75","NaN","NaN","NaN","317557.875","519951.3125","NaN","594244.8125","NaN","NaN","NaN","1110320.25","147743.7188","591450.1875","NaN","988020.0625","1707160.625","834040","1383227.625","447988.8125","946233.625","300534.90629999997","831067.5","1380860.625","2370436","521546.15629999997","1221037.125"
"Q9BZX2","NaN","117860.63280000001","62232.417970000002","NaN","112430.35159999999","NaN","54209.484380000002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","134376.64060000001","34411.515630000002","55402.667970000002","NaN","39629.953130000002","NaN","NaN","114456.38280000001","NaN","19708.394530000001","54349.808590000001","10115.74512","104881.4844","73028.382809999996","159090.8125","45690.367189999997","68072.359379999994","47547.394529999998","46230.917970000002","NaN","143688.5","NaN"
"Q9BZZ5","641825","312852.6875","628945.625","288474.46879999997","393388.21879999997","623061","645388.5","629201.6875","597714.5625","627505.75","614349.125","216851.75","3247106","599569.5625","521155.34379999997","378154.96879999997","618089.5625","565697.875","268300.3125","653908.5625","675345.625","520213","341317.78129999997","557104.5","445622.90629999997","640838.5625","807690.25","800569","982695.1875","330645.625","664819.875","536052","954166.9375","611669.3125","263529","353180.5","626178.9375"
"Q9C005","302213.28129999997","218653","295521.5","131515.125","262557.09379999997","335990.53129999997","334256.09379999997","456140.5","267346.375","319307.9375","528605.875","186195.79689999999","1659861.625","534763.0625","372448.53129999997","71558.492190000004","118872.8906","77115.007809999996","48261.265630000002","NaN","167612.23439999999","171494.35939999999","90243.101559999996","201469.5938","100298.0625","102492.3594","86191.4375","182900","210175.75","131480.5313","169165.04689999999","89856.195309999996","232150.3125","184142.42189999999","107085.91409999999","86122.070309999996","159214.875"
"Q9C035","NaN","23875.48242","NaN","NaN","23840.609380000002","55044.425779999998","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","25355.09375","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","33747.691409999999","NaN"
"Q9C037","19349.773440000001","1462734.75","25744.851559999999","322166.5625","500387.75","NaN","110912.3281","99189.5","NaN","146333.1875","273699.3125","316688.6875","NaN","142764.48439999999","647055.6875","1852335","223216.4063","375247.25","180582.54689999999","578026.1875","NaN","176804.3438","972974.5","347745.0625","424134.46879999997","451953.625","233197.17189999999","766991.0625","502103.125","446814.78129999997","92151.132809999996","769104.6875","455224.59379999997","NaN","350835.71879999997","839296.375","337718.625"
"Q9C086","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9C0B0","42344.902340000001","26900.144530000001","32526.79492","129200.7969","33267.109380000002","39993.542970000002","27607.902340000001","45393.558590000001","33656.765630000002","43036.042970000002","31481.810549999998","NaN","NaN","37022.230470000002","35635.324220000002","33470.75","29903.742190000001","32157.833979999999","NaN","31225.265630000002","54422.070310000003","21020.136719999999","NaN","35569.28125","67927.15625","29019.746090000001","37499.6875","36088.6875","43461.886720000002","26537.11133","28361.691409999999","23449.367190000001","109615","31417.230469999999","70583.640629999994","43534.679689999997","38669.195310000003"
"Q9C0B1","151301.2813","58031.523439999997","73183.40625","26194.84375","72540.304690000004","80968.390629999994","94539.851559999996","79342.25","61402.675779999998","77756.773440000004","110396.66409999999","53738.839840000001","NaN","112864.72659999999","103544.14840000001","43609.34375","90755.429690000004","89450.34375","56011.367189999997","74728.492190000004","97326.242190000004","67715.765629999994","50293.574220000002","37215.660159999999","70590.015629999994","109987.6719","100270.2344","87912.148440000004","143598.23439999999","39201.535159999999","69384.210940000004","81368.210940000004","238912.29689999999","75580.53125","43299.515630000002","55805.652340000001","73782.898440000004"
"Q9C0B7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9C0C2","NaN","190921.2188","NaN","NaN","83371.96875","58417.84375","NaN","NaN","NaN","60264.515630000002","45950.902340000001","NaN","NaN","NaN","97951.28125","174018.4063","NaN","NaN","NaN","NaN","NaN","NaN","49009.007810000003","37468.925779999998","53372.492189999997","NaN","58598.828130000002","72295.390629999994","106571.9688","72945.914059999996","24739.623049999998","28640.769530000001","NaN","88972.117190000004","NaN","NaN","47211.941409999999"
"Q9C0C7","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9C0C9","29588.636719999999","54452.34375","23803.0625","54376.25","64064.847659999999","27917.832030000001","26776.066409999999","28872.175780000001","86699.109379999994","36913.292970000002","19511.152340000001","42466.902340000001","433797.0625","19990.79492","49333.292970000002","58066.9375","35363.578130000002","35873.644529999998","52463.09375","30694.587889999999","50199.058590000001","28232.884770000001","45406.15625","23495.488280000001","24506.25","33091.179689999997","24579.195309999999","39084.054689999997","46028.5","39332.46875","22443.79492","30274.720700000002","49978.785159999999","25188.689450000002","23025.347659999999","54188.1875","29346.720700000002"
"Q9C0D3","NaN","23965.503909999999","NaN","NaN","24319.769530000001","NaN","968.62414550000005","621.8419189","NaN","10575.31445","1231.580811","NaN","NaN","5944.1484380000002","18175.289059999999","22388.056639999999","645.08270259999995","18742.976559999999","NaN","48759.648439999997","NaN","1893.6800539999999","15868.112300000001","15517.789059999999","NaN","1235.4841309999999","NaN","24663.425780000001","NaN","NaN","NaN","3141.67749","NaN","NaN","1472.111206","15590.704100000001","537.81219480000004"
"Q9C0D7","58296.230470000002","56936.816409999999","NaN","NaN","58583.691409999999","NaN","NaN","NaN","NaN","42452.972659999999","NaN","NaN","NaN","NaN","79613.3125","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","100124.41409999999","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","53520.0625","NaN"
"Q9C0E2","128398.5313","72870.445309999996","76516.921879999994","NaN","83309.484379999994","82768.335940000004","84135.039059999996","132383.7813","145101.2188","104129.0938","66420.570309999996","26405.625","NaN","70736.34375","68352.164059999996","79402.234379999994","149727.23439999999","119777.47659999999","NaN","135479.9375","74693.078129999994","100176.4844","67202.9375","123916.33590000001","113095.125","152613.8438","138623.89060000001","91130.757809999996","210356.85939999999","NaN","135967.70310000001","114173.39840000001","NaN","84877.648440000004","70392.28125","83769.492190000004","130555.07030000001"
"Q9C0E8","104356.41409999999","58509.664060000003","89915.890629999994","199011.35939999999","64848.140630000002","160801.6875","67439.101559999996","141541.79689999999","129494.82030000001","148891.64060000001","129933.82030000001","204727.75","NaN","133963.4688","64898.664060000003","64833.90625","80388.414059999996","104907.5156","113326.0156","73629.140629999994","130905.33590000001","122072.61719999999","136635.89060000001","104522.125","94527.71875","79141.5625","140153.92189999999","244765.01560000001","202268.0625","112812.25","100893.375","97571.851559999996","224748.0625","113280.17969999999","146232.70310000001","77135.539059999996","158625.8125"
